[vitriolic ]	2	2.276605262828386E-6
[language]	28	3.1872473679597407E-5
[responds ]	4	4.553210525656772E-6
[charge ]	49	5.5776828939295456E-5
[mounting ]	10	1.138302631414193E-5
[enrich ]	3	3.414907894242579E-6
[himself ]	201	2.287988289142528E-4
[friends ]	53	6.0330039464952235E-5
[saying]	93	1.0586214472151995E-4
[nobody ]	50	5.691513157070965E-5
[could ]	1118	0.0012726223419210678
[take ]	464	5.281724209761856E-4
[investor ]	6	6.829815788485158E-6
[group]	144	1.639155789236438E-4
[doing ]	167	1.9009653944617025E-4
[impoverish ]	2	2.276605262828386E-6
[myself]	17	1.9351144734041282E-5
[square ]	50	5.691513157070965E-5
[mile]	6	6.829815788485158E-6
[stock ]	77	8.764930261889286E-5
[exchange ]	61	6.943646051626578E-5
[takes ]	95	1.0813874998434833E-4
[bull ]	7	7.968118419899352E-6
[horns]	3	3.414907894242579E-6
[john ]	191	2.1741580260011087E-4
[moore]	12	1.3659631576970316E-5
[slow ]	39	4.439380262515353E-5
[developer]	3	3.414907894242579E-6
[confusing ]	3	3.414907894242579E-6
[thinker ]	5	5.691513157070965E-6
[who ]	1455	0.0016562303287076508
[liable ]	36	4.097889473091095E-5
[cause ]	118	1.3431971050687478E-4
[controversy ]	8	9.106421051313544E-6
[conflict]	24	2.7319263153940632E-5
[these ]	1147	0.0013056331182320793
[characteristics ]	60	6.829815788485158E-5
[international ]	148	1.6846878944930057E-4
[exchange]	13	1.4797934208384509E-5
[taurus ]	10	1.138302631414193E-5
[programme ]	58	6.60215526220232E-5
[rather ]	372	4.234485788860798E-4
[than ]	1356	0.0015435383681976457
[signs ]	36	4.097889473091095E-5
[zodiac]	2	2.276605262828386E-6
[years ]	390	4.439380262515353E-4
[been ]	2168	0.0024678401049059704
[attempting ]	22	2.5042657891112246E-5
[reduce ]	76	8.651099998747867E-5
[flow ]	24	2.7319263153940632E-5
[paper ]	102	1.1610686840424768E-4
[share ]	115	1.309048026126322E-4
[transactions ]	6	6.829815788485158E-6
[evolution ]	12	1.3659631576970316E-5
[computerised ]	8	9.106421051313544E-6
[system ]	254	2.89128868379205E-4
[known ]	179	2.0375617102314056E-4
[taurus]	4	4.553210525656772E-6
[enthusiasm ]	11	1.2521328945556123E-5
[acronyms]	2	2.276605262828386E-6
[title ]	31	3.5287381573839985E-5
[settlement ]	25	2.8457565785354825E-5
[masterplan ]	2	2.276605262828386E-6
[full ]	197	2.2424561838859603E-4
[scheme]	15	1.7074539471212896E-5
[ponderously ]	2	2.276605262828386E-6
[named ]	30	3.414907894242579E-5
[transfer ]	26	2.9595868416769017E-5
[automated ]	5	5.691513157070965E-6
[registration ]	9	1.0244723682727737E-5
[uncertificated ]	2	2.276605262828386E-6
[system]	124	1.4114952629535994E-4
[such ]	911	0.0010369936972183299
[scheme ]	51	5.805343420212384E-5
[allow ]	75	8.537269735606448E-5
[firms ]	36	4.097889473091095E-5
[operating ]	70	7.968118419899351E-5
[hold ]	114	1.29766499981218E-4
[shares ]	318	3.619802367897134E-4
[without ]	311	3.54012118369814E-4
[need ]	319	3.6311853942112756E-4
[certificates]	3	3.414907894242579E-6
[proposals ]	48	5.4638526307881263E-5
[development ]	137	1.5594746050374443E-4
[under ]	426	4.8491692098244623E-4
[consideration ]	23	2.618096052252644E-5
[decade]	14	1.5936236839798703E-5
[but]	97	1.1041535524717672E-4
[even ]	666	7.581095525218526E-4
[stage]	56	6.374494735919481E-5
[many ]	572	6.511091051689185E-4
[hurdles ]	3	3.414907894242579E-6
[overcome]	5	5.691513157070965E-6
[conference ]	33	3.756398683666837E-5
[experts ]	13	1.4797934208384509E-5
[highlighted ]	17	1.9351144734041282E-5
[rapidly ]	27	3.0734171048183214E-5
[changing ]	36	4.097889473091095E-5
[character ]	45	5.1223618413638685E-5
[financial ]	116	1.320431052440464E-4
[markets ]	43	4.89470131508103E-5
[their ]	2092	0.002381329104918492
[structure]	19	2.1627749996869668E-5
[original ]	73	8.309609209323609E-5
[objectives ]	20	2.276605262828386E-5
[set ]	334	3.801930788923405E-4
[1980s ]	25	2.8457565785354825E-5
[improving ]	15	1.7074539471212896E-5
[services ]	87	9.903232893303479E-5
[reducing ]	28	3.1872473679597407E-5
[costs ]	85	9.67557236702064E-5
[cutting ]	24	2.7319263153940632E-5
[down ]	645	7.342051972621546E-4
[amount ]	73	8.309609209323609E-5
[paperwork]	3	3.414907894242579E-6
[detailed ]	52	5.9191736833538035E-5
[efforts ]	33	3.756398683666837E-5
[put ]	449	5.110978815049727E-4
[into ]	1377	0.0015674427234573438
[action]	48	5.4638526307881263E-5
[overtaken ]	6	6.829815788485158E-6
[government]	146	1.6619218418647218E-4
[plans ]	85	9.67557236702064E-5
[deregulate ]	2	2.276605262828386E-6
[british ]	367	4.1775706572900887E-4
[securities ]	16	1.821284210262709E-5
[market]	98	1.1155365787859091E-4
[announced ]	73	8.309609209323609E-5
[1983]	84	9.561742103879221E-5
[lead ]	139	1.5822406576657282E-4
[big ]	169	1.9237314470899863E-4
[bang]	5	5.691513157070965E-6
[then ]	865	9.84631776173277E-4
[pressing ]	14	1.5936236839798703E-5
[priorities]	4	4.553210525656772E-6
[since ]	410	4.6670407887981915E-4
[1987 ]	47	5.350022367646707E-5
[impetus ]	11	1.2521328945556123E-5
[programme]	30	3.414907894242579E-5
[triggered ]	11	1.2521328945556123E-5
[largely ]	75	8.537269735606448E-5
[post-big ]	2	2.276605262828386E-6
[bang ]	14	1.5936236839798703E-5
[boom ]	14	1.5936236839798703E-5
[dealing ]	42	4.7808710519396106E-5
[subsequent ]	49	5.5776828939295456E-5
[crash ]	32	3.642568420525418E-5
[1987]	118	1.3431971050687478E-4
[huge ]	64	7.285136841050836E-5
[backlogs ]	2	2.276605262828386E-6
[work ]	461	5.24757513081943E-4
[built ]	64	7.285136841050836E-5
[dealers]	4	4.553210525656772E-6
[' ]	517	5.885024604411378E-4
[back ]	624	7.103008420024564E-4
[offices ]	13	1.4797934208384509E-5
[deals ]	26	2.9595868416769017E-5
[completed ]	24	2.7319263153940632E-5
[usual ]	47	5.350022367646707E-5
[accounts ]	31	3.5287381573839985E-5
[periods]	12	1.3659631576970316E-5
[according ]	128	1.457027368210167E-4
[anthony ]	46	5.236192104505288E-5
[preece]	2	2.276605262828386E-6
[operations ]	72	8.19577894618219E-5
[investment ]	107	1.2179838156131866E-4
[citicorp ]	3	3.414907894242579E-6
[scrimgeour ]	2	2.276605262828386E-6
[vickers]	5	5.691513157070965E-6
[speaking ]	42	4.7808710519396106E-5
[conference]	17	1.9351144734041282E-5
[least ]	255	2.902671710106192E-4
[13 ]	51	5.805343420212384E-5
[different ]	386	4.393848157258785E-4
[design ]	43	4.89470131508103E-5
[concepts ]	21	2.3904355259698053E-5
[future ]	108	1.2293668419273285E-4
[discussion ]	87	9.903232893303479E-5
[march ]	37	4.211719736232514E-5
[year]	280	3.1872473679597405E-4
[aside ]	29	3.30107763110116E-5
[technological ]	24	2.7319263153940632E-5
[requirements ]	33	3.756398683666837E-5
[new ]	839	9.55035907756508E-4
[issues ]	107	1.2179838156131866E-4
[resolved]	4	4.553210525656772E-6
[participants ]	43	4.89470131508103E-5
[needed ]	84	9.561742103879221E-5
[participants]	19	2.1627749996869668E-5
[consequences ]	58	6.60215526220232E-5
[receiving ]	20	2.276605262828386E-5
[consideration]	10	1.138302631414193E-5
[potential ]	110	1.2521328945556124E-4
[members ]	126	1.4342613155818833E-4
[include ]	106	1.2066007892990447E-4
[listed ]	10	1.138302631414193E-5
[companies ]	75	8.537269735606448E-5
[affected ]	59	6.715985525343739E-5
[registrars]	2	2.276605262828386E-6
[private ]	85	9.67557236702064E-5
[client ]	55	6.260664472778062E-5
[brokers]	7	7.968118419899352E-6
[retail ]	26	2.9595868416769017E-5
[custodian ]	2	2.276605262828386E-6
[banks]	16	1.821284210262709E-5
[institutional ]	20	2.276605262828386E-5
[investors]	37	4.211719736232514E-5
[yet ]	261	2.970969867991044E-4
[andrew ]	24	2.7319263153940632E-5
[palmer]	6	6.829815788485158E-6
[deputy ]	21	2.3904355259698053E-5
[finance ]	48	5.4638526307881263E-5
[legal ]	98	1.1155365787859091E-4
[& ]	97	1.1041535524717672E-4
[general ]	300	3.414907894242579E-4
[investments ]	18	2.0489447365455475E-5
[warned ]	25	2.8457565785354825E-5
[same ]	416	4.735338946683043E-4
[all ]	1590	0.001809901183948567
[chains]	7	7.968118419899352E-6
[going ]	449	5.110978815049727E-4
[strong ]	107	1.2179838156131866E-4
[weakest ]	2	2.276605262828386E-6
[link]	14	1.5936236839798703E-5
[technology ]	54	6.146834209636643E-5
[easily ]	57	6.4883249990609E-5
[become ]	193	2.1969240786293926E-4
[weak ]	20	2.276605262828386E-5
[link ]	82	9.334081577596383E-5
[said ]	1141	0.0012988033024435943
[two ]	1029	0.0011713134077252047
[met ]	72	8.19577894618219E-5
[few ]	329	3.745015657352695E-4
[institutions ]	44	5.008531578222449E-5
[cut ]	167	1.9009653944617025E-4
[budgets ]	5	5.691513157070965E-6
[following ]	168	1.9123484207758443E-4
[prices ]	70	7.968118419899351E-5
[serious ]	242	2.754692368022347E-4
[mistake ]	25	2.8457565785354825E-5
[them ]	734	8.355141314580177E-4
[believe ]	120	1.3659631576970317E-4
[whole ]	186	2.117242894430399E-4
[market ]	258	2.936820789048618E-4
[place ]	249	2.834373552221341E-4
[jeopardy ]	2	2.276605262828386E-6
[budget]	7	7.968118419899352E-6
[front ]	151	1.7188369734354316E-4
[bill ]	74	8.423439472465028E-5
[widdis]	2	2.276605262828386E-6
[systems ]	121	1.3773461840111735E-4
[wary ]	6	6.829815788485158E-6
[arguments ]	45	5.1223618413638685E-5
[calling ]	41	4.6670407887981914E-5
[transnational ]	2	2.276605262828386E-6
[integration ]	25	2.8457565785354825E-5
[clearing ]	8	9.106421051313544E-6
[systems]	41	4.6670407887981914E-5
[must ]	475	5.406937499217416E-4
[note ]	64	7.285136841050836E-5
[nations ]	18	2.0489447365455475E-5
[europe ]	82	9.334081577596383E-5
[evolved ]	4	4.553210525656772E-6
[national ]	205	2.3335203943990957E-4
[depository ]	3	3.414907894242579E-6
[and]	259	2.94820381536276E-4
[reasons]	32	3.642568420525418E-5
[another]	60	6.829815788485158E-5
[serve ]	24	2.7319263153940632E-5
[member ]	56	6.374494735919481E-5
[state]	49	5.5776828939295456E-5
[while ]	409	4.6556577624840494E-4
[others]	87	9.903232893303479E-5
[specialising ]	3	3.414907894242579E-6
[cerain ]	2	2.276605262828386E-6
[types ]	76	8.651099998747867E-5
[instruments]	5	5.691513157070965E-6
[european ]	273	3.107566183760747E-4
[importance]	12	1.3659631576970316E-5
[stresses]	2	2.276605262828386E-6
[developments ]	29	3.30107763110116E-5
[towards ]	287	3.266928552158734E-4
[should ]	804	9.151953156570112E-4
[diversity ]	13	1.4797934208384509E-5
[account ]	94	1.0700044735293414E-4
[seek ]	43	4.89470131508103E-5
[prescribe ]	3	3.414907894242579E-6
[uniform ]	6	6.829815788485158E-6
[model ]	122	1.3887292103253155E-4
[differences ]	96	1.0927705261576253E-4
[compromise ]	10	1.138302631414193E-5
[objective ]	36	4.097889473091095E-5
[efficient ]	31	3.5287381573839985E-5
[secure ]	25	2.8457565785354825E-5
[settlement]	8	9.106421051313544E-6
[biiba-fimbra ]	2	2.276605262828386E-6
[battle ]	53	6.0330039464952235E-5
[worsens]	2	2.276605262828386E-6
[gentlemanly ]	2	2.276605262828386E-6
[war ]	101	1.1496856577283349E-4
[between ]	781	8.890143551344848E-4
[insurance ]	84	9.561742103879221E-5
[brokers ]	15	1.7074539471212896E-5
[association ]	62	7.057476314767997E-5
[biiba]	5	5.691513157070965E-6
[intermediaries]	3	3.414907894242579E-6
[managers ]	25	2.8457565785354825E-5
[regulatory ]	17	1.9351144734041282E-5
[fimbra]	9	1.0244723682727737E-5
[appears ]	67	7.626627630475093E-5
[escalating]	2	2.276605262828386E-6
[biiba ]	6	6.829815788485158E-6
[now ]	879	0.0010005680130130757
[complaint ]	7	7.968118419899352E-6
[fimbra ]	10	1.138302631414193E-5
[latter]	17	1.9351144734041282E-5
[decision ]	120	1.3659631576970317E-4
[withdraw ]	4	4.553210525656772E-6
[agreement ]	53	6.0330039464952235E-5
[18 ]	49	5.5776828939295456E-5
[september ]	43	4.89470131508103E-5
[allowed ]	82	9.334081577596383E-5
[members]	23	2.618096052252644E-5
[held ]	245	2.788841446964773E-4
[existing ]	74	8.423439472465028E-5
[professional ]	54	6.146834209636643E-5
[indemnity ]	5	5.691513157070965E-6
[cover]	20	2.276605262828386E-5
[renew ]	7	7.968118419899352E-6
[policies]	37	4.211719736232514E-5
[body ]	113	1.286281973498038E-4
[middlemen ]	2	2.276605262828386E-6
[sell ]	72	8.19577894618219E-5
[products]	25	2.8457565785354825E-5
[require ]	76	8.651099998747867E-5
[intermediaries ]	3	3.414907894242579E-6
[cover ]	103	1.1724517103566188E-4
[centralised ]	7	7.968118419899352E-6
[provided ]	132	1.5025594734667348E-4
[designed ]	58	6.60215526220232E-5
[protect ]	32	3.642568420525418E-5
[against ]	465	5.293107236075998E-4
[suits ]	8	9.106421051313544E-6
[damages ]	6	6.829815788485158E-6
[brought ]	165	1.8781993418334186E-4
[irate ]	3	3.414907894242579E-6
[customers]	15	1.7074539471212896E-5
[trade ]	122	1.3887292103253155E-4
[represent ]	27	3.0734171048183214E-5
[middlemen]	3	3.414907894242579E-6
[unhappy ]	9	1.0244723682727737E-5
[bring ]	107	1.2179838156131866E-4
[disrupt ]	6	6.829815788485158E-6
[relationships ]	25	2.8457565785354825E-5
[insurers]	4	4.553210525656772E-6
[lose ]	43	4.89470131508103E-5
[valuable ]	14	1.5936236839798703E-5
[advantages ]	23	2.618096052252644E-5
[claims ]	55	6.260664472778062E-5
[bonus]	6	6.829815788485158E-6
[stay ]	63	7.171306577909416E-5
[execution ]	8	9.106421051313544E-6
[thought ]	364	4.1434215783476625E-4
[gained ]	35	3.9840592099496756E-5
[deal ]	154	1.7529860523778573E-4
[chairman]	29	3.30107763110116E-5
[david ]	138	1.5708576313515864E-4
[chairman ]	82	9.334081577596383E-5
[lord ]	96	1.0927705261576253E-4
[elton]	2	2.276605262828386E-6
[discussions ]	18	2.0489447365455475E-5
[agreed ]	74	8.423439472465028E-5
[policies ]	101	1.1496856577283349E-4
[31 ]	18	2.0489447365455475E-5
[october ]	56	6.374494735919481E-5
[1990]	72	8.19577894618219E-5
[misunderstanding ]	2	2.276605262828386E-6
[occurred ]	47	5.350022367646707E-5
[writing ]	58	6.60215526220232E-5
[week ]	150	1.7074539471212895E-4
[saying ]	110	1.2521328945556124E-4
[altered ]	11	1.2521328945556123E-5
[way ]	584	6.647687367458887E-4
[renewal ]	7	7.968118419899352E-6
[date ]	30	3.414907894242579E-5
[public ]	281	3.1986303942738826E-4
[affairs ]	24	2.7319263153940632E-5
[commented]	8	9.106421051313544E-6
[clearly ]	144	1.639155789236438E-4
[reneged ]	2	2.276605262828386E-6
[agreement]	13	1.4797934208384509E-5
[view ]	166	1.8895823681475604E-4
[rumours ]	9	1.0244723682727737E-5
[meetings ]	19	2.1627749996869668E-5
[underwriters ]	4	4.553210525656772E-6
[insurers ]	6	6.829815788485158E-6
[shots]	5	5.691513157070965E-6
[claimed ]	53	6.0330039464952235E-5
[independent ]	65	7.398967104192255E-5
[advisers ]	10	1.138302631414193E-5
[power ]	154	1.7529860523778573E-4
[ironic ]	5	5.691513157070965E-6
[situation ]	76	8.651099998747867E-5
[got ]	620	7.057476314767997E-4
[itself ]	118	1.3431971050687478E-4
[into]	5	5.691513157070965E-6
[continues]	8	9.106421051313544E-6
[aroma ]	4	4.553210525656772E-6
[started ]	68	7.740457893616513E-5
[london ]	196	2.2310731575718183E-4
[coffee ]	19	2.1627749996869668E-5
[shop]	26	2.9595868416769017E-5
[admitted ]	70	7.968118419899351E-5
[400th ]	2	2.276605262828386E-6
[member]	8	9.106421051313544E-6
[swedish-owned ]	2	2.276605262828386E-6
[united ]	140	1.5936236839798703E-4
[fondkommission]	2	2.276605262828386E-6
[first ]	736	8.37790736720846E-4
[time ]	730	8.309609209323609E-4
[level ]	144	1.639155789236438E-4
[reached ]	115	1.309048026126322E-4
[300-year ]	2	2.276605262828386E-6
[history]	49	5.5776828939295456E-5
[perhaps ]	179	2.0375617102314056E-4
[ise ]	2	2.276605262828386E-6
[ought ]	57	6.4883249990609E-5
[commemorative ]	2	2.276605262828386E-6
[suitably ]	8	9.106421051313544E-6
[blend]	2	2.276605262828386E-6
[manhattan]	3	3.414907894242579E-6
[airlines ]	15	1.7074539471212896E-5
[fly ]	14	1.5936236839798703E-5
[storm]	9	1.0244723682727737E-5
[larry ]	5	5.691513157070965E-6
[black]	33	3.756398683666837E-5
[re-regulation ]	3	3.414907894242579E-6
[buzzword ]	2	2.276605262828386E-6
[lips ]	25	2.8457565785354825E-5
[airline ]	12	1.3659631576970316E-5
[industry]	38	4.3255499993739335E-5
[worst ]	51	5.805343420212384E-5
[excesses ]	2	2.276605262828386E-6
[oligopoly ]	2	2.276605262828386E-6
[bred ]	9	1.0244723682727737E-5
[predecessor]	8	9.106421051313544E-6
[deregulation]	4	4.553210525656772E-6
[once ]	198	2.253839210200102E-4
[again ]	243	2.766075394336489E-4
[became ]	125	1.4228782892677412E-4
[evident]	8	9.106421051313544E-6
[another ]	435	4.951616446651739E-4
[carrier ]	8	9.106421051313544E-6
[soared ]	23	2.618096052252644E-5
